Name,Ratings,Price,Link,Reviews,asin,nutrition
98,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Lemon Cake, 1.76 oz., 12 Count  ",4.2,14.0,https://www.amazon.com/Pure-Protein-Nutritious-Snacks-Support/dp/B08K11C2BB/ref=sr_1_99?qid=1670321922&s=hpc-intl-ship&sr=1-99,5224,B08K11C2BB,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
99,"Atkins Keto Caramel Almond Clusters, Keto-Friendly, 8 Count  ",4.5,39.95,https://www.amazon.com/Atkins-Caramel-Almond-Clusters-Keto-Friendly/dp/B0946TY2T3/ref=sr_1_100?qid=1670321922&s=hpc-intl-ship&sr=1-100,4310,B0946TY2T3,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
100,"LMNT Keto Electrolyte Powder Packets | Paleo Hydration Drink Mix | No Sugar, No Artificial Ingredients | Sample Pack| 8 Stick Packs  ",4.4,28.0,https://www.amazon.com/LMNT-Electrolyte-Drink-Artificial-Ingredients/dp/B09Q9WCDY7/ref=sr_1_101?qid=1670321922&s=hpc-intl-ship&sr=1-101,1461,B09Q9WCDY7,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
101,"Quest Nutrition Mini Chocolate Chip Cookie Dough Protein Bars, High Protein, Low Carb, Keto Friendly, 14 Count  ",4.4,32.95,https://www.amazon.com/Quest-Nutrition-Chocolate-Protein-Friendly/dp/B09QH9D38D/ref=sr_1_102?qid=1670321922&s=hpc-intl-ship&sr=1-102,2546,B09QH9D38D,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
102,"PhenAprin Diet Pills – Appetite Suppressant: Weight Loss and Energy Boost for Metabolism – Optimal Fat Burner Supplement Helps Maintain and Curb Appetite, Promotes Mood & Brain Function  ",3.4,15.95,https://www.amazon.com/PhenAprin-Diet-Pills-Suppressant-Metabolism/dp/B07S92X275/ref=sr_1_103?qid=1670321922&s=hpc-intl-ship&sr=1-103,8319,B07S92X275,"L-Phenylalanine, Theobromine, Caffeine Anhydrous, L-Taurine, L-Carnitine , DHEA "
103,"Reflux Gourmet - All-Natural Heartburn Relief & Acid Reflux Therapy, Reflux Relief - Natural Supplement for GERD, LPR, Made from All-Natural Ingredients Considered Safe for Children and Pregnant Women  ",4.3,17.99,https://www.amazon.com/Reflux-Gourmet-All-Natural-Supplement-Heartburn/dp/B086ZYPWQK/ref=sr_1_104?qid=1670321922&s=hpc-intl-ship&sr=1-104,2535,B086ZYPWQK,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
104,Fairlife Nutrition Plan High Protein Shake Assorted Variety Pack Sampler - 11.5 Fl Oz (8 Pack)  ,4.4,9.81,https://www.amazon.com/Fair-Life-Nutrition-Protein-Assorted/dp/B09WPB8SMT/ref=sr_1_105?qid=1670321922&s=hpc-intl-ship&sr=1-105,730,B09WPB8SMT,
105,Ward Smelling Salts - Bottled Insanity - Insanely Strong Ammonia Inhalant for Athletes | Smelling Salt for Athletes - Powerlifting Hockey Football Weight Lifting and More | Insane Smelling Salt  ,4.3,69.95,https://www.amazon.com/Ward-Smelling-Salts-Insanity-Powerlifting/dp/B07X2TDM9X/ref=sr_1_106?qid=1670321922&s=hpc-intl-ship&sr=1-106,3877,B07X2TDM9X,
106,"Nature’s Bounty Vitamin E Oil, Supports Immune & Antioxidant, 30,000IU Vitamin E, Topical or Oral, 2.5 Oz  ",4.7,41.99,https://www.amazon.com/Natures-Bounty%C2%AE-Vitamin-Topical-ounces/dp/B0061GINBA/ref=sr_1_107?qid=1670321922&s=hpc-intl-ship&sr=1-107,28213,B0061GINBA,"Soybean Oil, Corn Oil, Sesame Oil, Wheat Germ Oil, Lemon Oil."
107,"Garden of Life Raw Organic Perfect Food Green Superfood Juiced Greens Powder - Original Stevia-Free, 30 Servings, Non-GMO, Gluten Free Whole Food Dietary Supplement, Alkalize, Detoxify, Energize  ",4.5,29.99,https://www.amazon.com/Garden-Life-Organic-Perfect-Superfood/dp/B002HI1LSI/ref=sr_1_108?qid=1670321922&s=hpc-intl-ship&sr=1-108,7971,B002HI1LSI,"General Health, Restore PH levels, Immune Support"
108,"GHOST WHEY Protein Powder, Chips Ahoy! - 2lb, 25g of Protein - Whey Protein Blend - ­Post Workout Fitness & Nutrition Shakes, Smoothies, Baking & Cooking - Cookie Pieces Inside  ",4.5,24.49,https://www.amazon.com/Ghost-100-Protein-Powder-Chips/dp/B07VPKSD15/ref=sr_1_109?qid=1670321928&s=hpc-intl-ship&sr=1-109,3378,B07VPKSD15,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
109,"Garden of Life Vitamin Code Iron Supplement, Healthy Blood - 60 Vegan Capsules, 28g Iron, Vitamins B, C, Trace Minerals, Fruit Veggies, Probiotics - Iron Supplements for Women Energy, Anemia Support  ",4.7,37.29,https://www.amazon.com/Garden-Life-Iron-Supplement-Capsules/dp/B0098U0QWA/ref=sr_1_110?qid=1670321928&s=hpc-intl-ship&sr=1-110,5491,B0098U0QWA,"Trace Mineral Blend: Raw Organic Spirulina, Raw Organic Cracked-Wall Chlorella, Ancient Peat ; Raw Organic Fruit & Vegetable Blend: Organic Apple , Organic Beet , Organic Broccoli , Organic Carrot , Organic Spinach , Organic Tomato , Organic Strawberry , Organic Tart Cherry , Organic Blackberry , Organic Green Bell Pepper , Organic Brussels Sprout , Organic Blueberry , Organic Ginger , Organic Garlic , Organic Green Onion , Organic Raspberry , Organic Parsley , Organic Cauliflower , Organic Red Cabbage , Organic Kale , Organic Cucumber , Organic Celery , Organic Asparagus ; Raw Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Hemicellulase, Xylanase, [Lactobacillus bulgaricus, Lactobacillus plantarum]. Culture of S. cerevisiae, Brown Rice Chelate. Other Ingredients: Vegetable cellulose , organic brown rice. Made without dairy or soy ingredients, peanut, tree nuts or shellfish. Manufactured in a facility that also processes soy, dairy, peanut, tree nuts and shellfish. No artificial colors or preservatives."
110,Atkins Peanut Butter Granola Protein Meal Bar. Crunchy and Creamy. Keto-Friendly. (5 Bars)  ,4.4,17.39,https://www.amazon.com/Atkins-Protein-Rich-Peanut-Butter-Granola/dp/B00EVK5VNG/ref=sr_1_111?qid=1670321928&s=hpc-intl-ship&sr=1-111,38408,B00EVK5VNG,"INGREDIENTS: SOY NUGGETS , ROASTED PEANUTS , GLYCERIN, PEANUT FLAVORED COATING , HYDROLYZED GELATIN, POLYDEXTROSE, WHOLE GRAIN ROLLED OATS, SUNFLOWER OIL, PEANUT BUTTER , PEANUT OIL, CELLULOSE, VITAMIN MINERAL MIX , WHEY PROTEIN ISOLATE, NATURAL AND ARTIFICIAL FLAVORS, GUAR GUM, SOY LECITHIN, SALT, SUCRALOSE. 1016 01 CONTAINS SOY, PEANUTS, MILK, WHEAT. MADE IN A FACILITY THAT ALSO USES EGGS AND TREE NUTS."
111,"SlimFast Meal Replacement Powder, Original Rich Chocolate Royale, Weight Loss Shake Mix, 10g of Protein, 34 Servings  ",4.6,31.99,https://www.amazon.com/SlimFast-Original-Replacement-Vitamins-Chocolate/dp/B0008IVPB2/ref=sr_1_112?qid=1670321928&s=hpc-intl-ship&sr=1-112,13191,B0008IVPB2,Weight loss supplement
112,"NOW Supplements, Omega-3 180 EPA / 120 DHA, Molecularly Distilled, Cardiovascular Support*, 200 Softgels  ",4.7,19.99,https://www.amazon.com/Supplements-Molecularly-Distilled-Cardiovascular-Softgels/dp/B001GCU6KA/ref=sr_1_113?qid=1670321928&s=hpc-intl-ship&sr=1-113,8753,B001GCU6KA,"Natural Fish Oil Concentrate, Omega-3 Fatty Acids, Eicosapentaenoic Acid , Docosahaxaenoic Acid , Other Omega-3 Fatty Acids, Other Ingredients: Softgel Capsule  and Vitamin E . Contains fish  and soy derivatives. Contains no sugar, salt, starch, yeast, wheat, gluten, corn, milk, egg, shellfish or preservatives."
113,"Solgar Vitamin C 1000 mg, 250 Vegetable Capsules - Antioxidant & Immune Support - Overall Health - Healthy Skin & Joints - Bioflavonoids Supplement - Non GMO, Vegan, Gluten Free, Kosher - 250 Servings  ",4.8,25.0,https://www.amazon.com/Solgar-Vitamin-1000-Vegetable-Capsules/dp/B00014D1QU/ref=sr_1_114?qid=1670321928&s=hpc-intl-ship&sr=1-114,9835,B00014D1QU,"FREE OF: Gluten, Wheat, Dairy, Soy, Yeast, Sugar, Sodium, Artificial Flavor, Sweetener, Preservatives and Color."
114,"NOW Supplements, 5-HTP (5-hydroxytryptophan) 100 mg, Neurotransmitter Support*, 120 Veg Capsules  ",4.6,32.99,https://www.amazon.com/NOW-Supplements-5-HTP-100-Capsules/dp/B0013OQI1W/ref=sr_1_115?qid=1670321928&s=hpc-intl-ship&sr=1-115,7214,B0013OQI1W,"Potentially Brightens Mood and Promotes Sound, Restful Sleep."
115,Bronson CLA 3000 Extra High Potency Supports Healthy Weight Management Lean Muscle Mass Non-Stimulating Conjugated Linoleic Acid 120 Softgels  ,4.2,29.99,https://www.amazon.com/Supports-Management-Non-Stimulating-Conjugated-Linoleic/dp/B01MTJZNQF/ref=sr_1_116?qid=1670321928&s=hpc-intl-ship&sr=1-116,9234,B01MTJZNQF,"Safflower Oil, contains 75-85% Conjugated Linoleic Acid . Other ingredients: Gelatin, glycerin, purified water, caramel color.Calories: 27, Calories from fat: 27, Total fat: 3g"
116,diliqua [8 Pack] Shaker Bottles for Protein Mixes | BPA-Free & Dishwasher Safe | 4 Large 28 oz & 4 20 oz small protein shaker bottle | Shaker Cups for protein shakes | Blender Shaker Bottle Pack  ,4.5,59.99,https://www.amazon.com/Protein-Shaker-Bottles-shaker-bottle/dp/B09VGJLQZK/ref=sr_1_117?qid=1670321928&s=hpc-intl-ship&sr=1-117,291,B09VGJLQZK,
117,"N.O. XT Nitric Oxide Supplement with Nitrosigine L Arginine & L Citrulline for Muscle Growth, Pumps, Vascularity, & Energy - Extra Strength Pre Workout N.O. Booster & Muscle Builder - 90 Veggie Pills  ",4.3,18.99,https://www.amazon.com/Supplement-Nitrosigine-Arginine-Citrulline-Vascularity/dp/B076CRGF8H/ref=sr_1_118?qid=1670321928&s=hpc-intl-ship&sr=1-118,13702,B076CRGF8H,"L-Citrulline, Inositol-Stabilized Arginine Silicate , L-Glutathione, Bioperine"
118,"Whey Protein Powder | MuscleTech Nitro-Tech Whey Protein Isolate & Peptides | Milk Chocolate, 4 Pound (Pack of 1), 40 Servings  ",4.6,69.95,https://www.amazon.com/MuscleTech-Nitro-Tech-Peptides-Nutrition-Chocolate/dp/B008JC26E4/ref=sr_1_119?qid=1670321928&s=hpc-intl-ship&sr=1-119,11848,B008JC26E4,"Isolate Protein & Peptide Blend , Whey Protein Concentrate, Cocoa [Processed with Alkali], Natural and Artificial Flavors, Soy or Sunflower Lecithin, Gum Blend , Enzyplex , Salt, Sucralose, Acesulfame-Potassium. Contains milk and soy ingredients. Processed in a facility that processes wheat, egg, tree nut, peanut, fish and shellfish ingredients."
119,"DripDrop Hydration - Electrolyte Powder Packets - Grape, Fruit Punch, Strawberry Lemonade, Cherry - 16 Count  ",4.7,29.99,https://www.amazon.com/DripDrop-ORS-Hydration-Electrolyte-Strawberry/dp/B09VRJNFQC/ref=sr_1_120?qid=1670321928&s=hpc-intl-ship&sr=1-120,8423,B09VRJNFQC,
120,"Nature Made Triple Omega 3-6-9, 150 Softgels Value Size, Omega Supplement For Heart Health  ",4.7,49.67,https://www.amazon.com/Nature-Made-Softgels-Flaxseed-Safflower/dp/B003PGJM00/ref=sr_1_121?qid=1670321935&s=hpc-intl-ship&sr=1-121,6634,B003PGJM00,"Fish Oil Concentrate, Flaxseed Oil, Safflower Oil, Gelatin, Olive Oil, Glycerin, Water, d-Alpha Tocopherol, Soybean Oil, Tocopherols.Vitamin EOmega-3 Fatty Acids"
121,"Doctor's Best Vitamin C with QualiC 1000 mg NonGMO Vegan Gluten Free Soy Free Sourced from Scotland Veggie Caps, 120 Count  ",4.8,29.99,https://www.amazon.com/Doctors-Best-Vitamin-Quali-C-Scotland/dp/B005CD3J4O/ref=sr_1_122?qid=1670321935&s=hpc-intl-ship&sr=1-122,9552,B005CD3J4O,"Vitamin C, Modified Cellulose"
122,"Muscle Milk 100% Whey Protein Powder, Chocolate, 5 Pound, 66 Servings, 25g Protein, 2g Sugar, Low in Fat, NSF Certified for Sport, Energizing Snack, Workout Recovery, Packaging May Vary  ",4.5,69.78,https://www.amazon.com/Muscle-Milk-Protein-Powder-Chocolate/dp/B0106ZJ27K/ref=sr_1_123?qid=1670321935&s=hpc-intl-ship&sr=1-123,4247,B0106ZJ27K,"WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE, ALKALIZED COCOA POWDER, NATURAL AND ARTIFICIAL FLAVOR, LESS THAN 1% OF: SOY LECITHIN, ACESULFAME POTASSIUM, POTASSIUM CHLORIDE, SALT, SUCRALOSE, PROTEASE ENZYMES"
123,"Manners Natural Energy Performance Boost Supplement,10 Blue Capsules  ",4.6,44.99,https://www.amazon.com/Manners-Natural-Performance-Supplement-Capsules/dp/B0BG3H4D9R/ref=sr_1_124?qid=1670321935&s=hpc-intl-ship&sr=1-124,71,B0BG3H4D9R,
124,"Total Beets Soft Chews with Beetroot, Nitrates, L-Citrulline, Grapeseed Extract, and Antioxidants, Healthy Energy Supplement with Elite Ingredients, Heart Health Superfood, Force Factor, 60 Chews  ",4.5,57.39,https://www.amazon.com/L-Citrulline-Antioxidants-Ingredients-Force-Factor/dp/B095WNBLMN/ref=sr_1_125?qid=1670321935&s=hpc-intl-ship&sr=1-125,4777,B095WNBLMN,Consume 1 soft chew twice daily.
125,"Ensure COMPLETE Nutrition Shake, 30g of Protein, Meal Replacement Shake, with Nutrients for Immune Health, Chocolate, 10 fl oz, 24 Count  ",4.7,43.22,https://www.amazon.com/Ensure-Nutrition-Replacement-Nutrients-Chocolate/dp/B08WJ19X8D/ref=sr_1_126?qid=1670321935&s=hpc-intl-ship&sr=1-126,2224,B08WJ19X8D,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
126,"Optimum Nutrition Gold Standard 100% Whey Protein Powder, Chocolate Peanut Butter, 2 Pound (Packaging May Vary)  ",4.7,18.95,https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Chocolate/dp/B006E54GJG/ref=sr_1_127?qid=1670321935&s=hpc-intl-ship&sr=1-127,210427,B006E54GJG,"Protein Blend , Cocoa , Natural and Artificial Flavor, Lecithin, Salt, Creamer , Acesulfame Potassium, Sucralose, Lactase."
127,"Garden of Life Multivitamin for Women 50 & Over, Vitamin Code Women 50 & Wiser Multi - 240 Capsules with Vitamins A, B, C, D3, E & K, CoQ10, Probiotics & Enzymes  ",4.7,29.95,https://www.amazon.com/Garden-Life-Multivitamin-Women-Supplement/dp/B00322FNPK/ref=sr_1_128?qid=1670321935&s=hpc-intl-ship&sr=1-128,7335,B00322FNPK,"Brewer's Yeast , Lactobacillus Bulgaricus, Vegetable Capsule ."
128,"Optimum Nutrition Amino Energy - Pre Workout with Green Tea, BCAA, Amino Acids, Keto Friendly, Green Coffee Extract, Energy Powder - Watermelon, 65 Servings  ",4.6,52.95,https://www.amazon.com/NUTRITION-ESSENTIAL-Watermelon-Preworkout-Essential/dp/B00GY5E39Y/ref=sr_1_129?qid=1670321935&s=hpc-intl-ship&sr=1-129,48595,B00GY5E39Y,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
129,"Sundown Vitamin C Gummies with Rosehips, Citrus Bioflavonoids, Non-GMO, Dairy-Free, Gluten-Free, Vegetarian, 90 Count  ",4.7,69.95,https://www.amazon.com/Sundown-Bioflavonoids-Dairy-Free-Gluten-Free-Vegetarian/dp/B00HEY14FK/ref=sr_1_130?qid=1670321935&s=hpc-intl-ship&sr=1-130,9006,B00HEY14FK,"Other Ingredients: Sugar, Tapioca Syrup. Contains <2% of: Annatto Color, Natural Flavors, Pectin, Sodium Citrate."
130,ACEWORKZ 100% Pure Saffron Extract - Appetite Suppressant for Weight Loss - Metabolism Booster - Diet Pills for Women & Men (90 Capsules)  ,3.9,29.99,https://www.amazon.com/100-Pure-Saffron-Extract-Supplement/dp/B07W8S6TC3/ref=sr_1_131?qid=1670321935&s=hpc-intl-ship&sr=1-131,6139,B07W8S6TC3,Saffron Extract
131,"UMZU Redwood, Nitric Oxide Booster Capsules - 30 Day Supply - N.O. Supplement for Circulatory Support  ",4.3,,https://www.amazon.com/UMZU-Capsules-N-Supplement-Circulatory/dp/B083FF74NQ/ref=sr_1_132?qid=1670321935&s=hpc-intl-ship&sr=1-132,9843,B083FF74NQ,Nitric Oxide Booster
132,"Atkins Gluten Free Protein-Rich Shake, Dark Chocolate Royale, Keto-Friendly, 8 Count (Pack of 1)  ",4.7,25.82,https://www.amazon.com/Atkins-Gluten-Protein-Rich-Chocolate-Friendly/dp/B01MXN3PQ8/ref=sr_1_133?qid=1670321941&s=hpc-intl-ship&sr=1-133,15145,B01MXN3PQ8,"INGREDIENTS: WATER, DAIRY PROTEIN BLEND , COCOA POWDER , CREAM, SUNFLOWER OIL, SOY PROTEIN ISOLATE, CELLULOSE GEL, NATURAL AND ARTIFICIAL FLAVORS, DIPOTASSIUM PHOSPHATE, SODIUM HEXAMETAPHOSPHATE, CELLULOSE GUM, SALT, CARRAGEENAN, ACESULFAME POTASSIUM, SUCRALOSE. 1033 01VITAMIN & MINERAL BLEND: [CALCIUM PHOSPHATE, SODIUM ASCORBATE , ZINC GLUCONATE, DL-ALPHA-TOCOPHERYL ACETATE , NIACINAMIDE, MANGANESE GLUCONATE, D-CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE , THIAMIN HYDROCHLORIDE , RIBOFLAVIN , CHROMIUM CHLORIDE, FOLIC ACID, BIOTIN, POTASSIUM IODIDE, SODIUM MOLYBDATE, SODIUM SELENITE, PHYLLOQUINONE , CYANOCOBALAMIN , CHOLECALCIFEROL ].CONTAINS MILK, SOY."
133,"Nuun Sport + Caffeine: Electrolyte Drink Tablets, Mixed Flavor Box, 10 Count (Pack of 4)  ",4.6,29.96,https://www.amazon.com/Nuun-Sport-Caffeine-Electrolyte-Rich-Mixed-flavor/dp/B018NZJFEK/ref=sr_1_134?qid=1670321941&s=hpc-intl-ship&sr=1-134,9490,B018NZJFEK,"Active ingredients: Organic Green Tea Extract, Sodium , potassium , magnesium , calcium , Other ingredients: Citric acid, dextrose, natural flavors, stevia leaf extract, avocado oil, beet juice powder , riboflavin , spirulina , malic acid"
134,"Vega Protein and Greens, Chocolate, Vegan Protein Powder, 20g Plant Based Protein, Low Carb, Keto, Dairy Free, Gluten Free, Non GMO, Pea Protein for Women and Men, 1.8 Pounds (25 Servings)  ",4.5,78.18,https://www.amazon.com/Vega-Protein-Greens-Chocolate-Servings/dp/B079PHG9HB/ref=sr_1_135?qid=1670321941&s=hpc-intl-ship&sr=1-135,12886,B079PHG9HB,"Pea Protein, Cocoa Powder , Natural Flavors, Pea Starch, Organic Alfalfa Grass Powder, Brown Rice Protein, Sacha Inchi Protein, Spinach Powder, Broccoli Powder, Stevia Leaf Extract, Papain Powder, Organic Kale Powder, Xanthan Gum."
135,"Nature Made Burp-Less Fish Oil 1000 mg with 300 mg Omega-3, Dietary Supplement for Healthy Heart Support, 150 Softgels, 75 Day Supply  ",4.7,24.95,https://www.amazon.com/Nature-Made-Burpless-Omega-3-Softgels/dp/B004U3Y9FU/ref=sr_1_136?qid=1670321941&s=hpc-intl-ship&sr=1-136,13542,B004U3Y9FU,"Fish Oil Concentrate, Omega-3 EPA & DHA, Omega-3 Other, Gelatin, Glycerin, Methacrylic Acid Copolymer, Water, Triethyl Citrate, Polysorbate 80, Glyceryl Monostearate, Propylene Glycol, Tocopherols."
136,"Country Farms Super Cleanse, Super Juice Cleanse, Supports Healthy Digestive System, 34 Fruits and Vegetables with Aloe, Promotes Natural Detoxification, Drink Powder, 14 Servings, 9.88 Ounce  ",4.2,34.95,https://www.amazon.com/Supports-Digestive-Vegetables-Promotes-Detoxification/dp/B077GFFF7L/ref=sr_1_137?qid=1670321941&s=hpc-intl-ship&sr=1-137,4458,B077GFFF7L,"Proprietary Fruit and Vegetable Blend: Apple, Lemon, Pomegranate, Acai berry , Pineapple, Blueberry, Red raspberry, Cherry, Strawberry, Banana, Bilberry, Goji berry , Black currant, Elderberry, Grape, Maqui berry, Papaya, Cranberry, Blackberry, Black raspberry, Acerola extract, Watermelon, Mango, Peach, Pear, Alfalfa sprouts, Broccoli, Beet, Parsley,Spinach, Apple pectin, Carrot, Kale, Tomato Proprietary Fruit and Vegetable Blend: Apple, Lemon, Pomegranate, Acai berry , Pineapple, Blueberry, Red raspberry, Cherry, Strawberry, Banana, Bilberry, Goji berry , Black currant, Elderberry, Grape, Maqui berry, Papaya, Cranberry, Blackberry, Black raspberry, Acerola extract, Watermelon, Mango, Peach, Pear, Alfalfa sprouts, Broccoli, Beet, Parsley,Spinach, Apple pectin, Carrot, Kale, Tomato. Fiber Blend: Gum acacia, Apple peel, Flaxseed. Aloe vera gel . Maltodextrin, natural flavors, citric acid, malic acid, beet root , rebaudioside A and silica."
137,"Isopure Dutch Chocolate Whey Isolate Protein Powder with Vitamin C & Zinc for Immune Support, 25g Protein, Low Carb & Keto Friendly, 3 Pounds (Pack of 1) (Packaging May Vary)  ",4.6,48.95,https://www.amazon.com/Isopure-Protein-Powder-Isolate-Flavor/dp/B000E8ZJGS/ref=sr_1_138?qid=1670321941&s=hpc-intl-ship&sr=1-138,16112,B000E8ZJGS,"Used to supplement ones diet, exercise routine, sports, weightlifting, cycling, running, strength training, conditioning, football, soccer, rugby, basketball, tennis, general well being! To increase ones strength and endurance in their workouts, exercise program or during any sport related activities."
138,"HumanN SuperBeets Sugar-Free Nitric Oxide Circulation Gummies - Daily Blood Pressure Support for Heart Health - Grape Seed Extract & Non-GMO Beet Energy Gummies - Pomegranate Berry Flavor, 60 Count  ",4.1,32.0,https://www.amazon.com/HumanN-SuperBeets-Sugar-Free-Circulation-Gummies/dp/B09RG4RGZH/ref=sr_1_139?qid=1670321941&s=hpc-intl-ship&sr=1-139,1650,B09RG4RGZH,"Pomegranate Berry Flavor Ingredients: Non-GMO Beetroot Powder, Enovite Grape Seed Extract, Maltitol Syrup, Xylitol, Erythritol, Pectin, Citric Acid, Sodium Citrate, Natural flavors, Monk Fruit Extract."
139,"Nutricost Creatine Monohydrate 3,000mg 500 Capsules, 125 Servings, 750mg of Creatine Monohydrate Per Capsule  ",4.6,49.99,https://www.amazon.com/Nutricost-Creatine-Monohydrate-750mg-Capsules/dp/B01IW245EY/ref=sr_1_140?qid=1670321941&s=hpc-intl-ship&sr=1-140,2049,B01IW245EY,"Creatine Monohydrate, gelatin capsule, magnesium stearate ."
140,"Plant Based Protein Powder | Purely Inspired Organic Protein Powder | Vegan Protein Powder for Women & Men | 22g of Plant Protein | Pea Protein Powder | Vanilla Protein Powder, 1.5 lb (17 Servings)  ",4.4,34.95,https://www.amazon.com/Purely-Inspired-Organic-Protein-Healthy/dp/B00K0FTJ1Q/ref=sr_1_141?qid=1670321941&s=hpc-intl-ship&sr=1-141,15768,B00K0FTJ1Q,"Ingredients: Organic Protein Blend , Organic Acacia Gum, Organic Cane Sugar, Organic Fruit and VeggieBlend , Organic Natural Flavor, Organic Guar Gum, Organic Rebaudioside A, Papain, LactoSpore Bacillus coagulans. Contains milk and soyingredients."
141,"RYSE Core Series Loaded Pre | Pump, Energy, Strength | L-Citrulline, Beta Alanine, L-Theanine, Caffeine, and Thinkamine | 30 Servings (Freedom Rocks)  ",4.3,41.1,https://www.amazon.com/RYSE-Strength-L-Citrulline-L-Theanine-Thinkamine/dp/B09G3PHB47/ref=sr_1_142?qid=1670321941&s=hpc-intl-ship&sr=1-142,1738,B09G3PHB47,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
142,"Quest Nutrition Vanilla Protein Shake, High Protein, Low Carb, Gluten Free, Keto Friendly, 12Count  ",4.6,69.95,https://www.amazon.com/Quest-Nutrition-Vanilla-Protein-Friendly/dp/B07WRQ2K9B/ref=sr_1_143?qid=1670321941&s=hpc-intl-ship&sr=1-143,9901,B07WRQ2K9B,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
143,Animal Cuts Thermogenic Fat Burner - Nootropic Weight Loss Management Diet Pills for Men and Women for Focus and Brain Support with Ketones  ,4.3,29.99,https://www.amazon.com/Animal-Cuts-Thermogenic-Supplement-Metabolic/dp/B000GOO00Q/ref=sr_1_144?qid=1670321941&s=hpc-intl-ship&sr=1-144,8721,B000GOO00Q,"INDICATIONS= Used to supplement ones diet, exercise routine, sports, weightlifting, cycling, running, strength training, conditioning, football, soccer, rugby, basketball, tennis, general well being! To increase ones strength and endurance in their workouts, exercise program or during any sport related activities."
144,"Atkins Endulge Treat, Caramel Nut Chew Bar, Keto Friendly, 10 Count (Pack of 1)  ",4.6,22.5,https://www.amazon.com/Atkins-Endulge-Treat-Caramel-Count/dp/B010LWGDMA/ref=sr_1_145?qid=1670321946&s=hpc-intl-ship&sr=1-145,9531,B010LWGDMA,"INGREDIENTS: MILK CHOCOLATE FLAVORED COATING , ROASTED PEANUTS, MALTITOL SYRUP, PROTEIN BLEND , INULIN, POLYDEXTROSE, WATER, BUTTER , PALM KERNEL OIL, PEANUT BUTTER , NONFAT DRY MILK, SOY LECITHIN, SALT, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE. 1055 01 CONTAINS MILK, SOY, PEANUTS. MADE IN A FACILITY THAT ALSO USES TREE NUTS AND WHEAT."
145,"NOW Supplements, Liquid Chlorophyll, Super Concentrated, Internal Deodorizer*, Mint Flavor, 16-Ounce  ",4.5,24.95,https://www.amazon.com/Now-Foods-Liquid-Chlorophyll-Ounces/dp/B000MGWGOU/ref=sr_1_146?qid=1670321946&s=hpc-intl-ship&sr=1-146,16098,B000MGWGOU,"Supplement Facts Serving Size: 1 Teaspoon  Servings Per Container: about 95 Description Amount per Serving % Daily Value * Percent Daily Values are based on 2,000 calorie diet.†  Daily Value not established. Calories 15   Total Carbohydrate 4 g 1%* Copper 4 mg 200% Sodium 5 mg"
146,"Sugar Free Nitric Oxide Beet Root Gummies - Heart Health, Energy Boost, Circulation, Blood Pressure Support Supplements, Beet Root Chewables, Beetroot Nitric Oxide Booster (60 Gummies)  ",4.3,35.99,https://www.amazon.com/Sugar-Free-Nitric-Oxide-Gummies/dp/B09K2PF3WQ/ref=sr_1_147?qid=1670321946&s=hpc-intl-ship&sr=1-147,1733,B09K2PF3WQ,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
